code,pop
Australian Capital Territory,28.35
New South Wales,24.666666666666668
Northern Territory,35.06666666666666
Queensland,25.924999999999997
South Australia,31.025
Tasmania,15.733333333333334
Victoria,27.45
Western Australia,27.23333333333333
