code,pop
Australian Capital Territory,24.45
New South Wales,22.666666666666668
Northern Territory,35.36666666666667
Queensland,28.599999999999998
South Australia,24.275
Tasmania,18.233333333333334
Victoria,24.400000000000002
Western Australia,31.133333333333336
