code,pop
Australian Capital Territory,27.8
New South Wales,25.433333333333337
Northern Territory,38.166666666666664
Queensland,28.275
South Australia,22.3
Tasmania,17.4
Victoria,22.924999999999997
Western Australia,32.800000000000004
