code,pop
Australian Capital Territory,30.55
New South Wales,27.066666666666663
Northern Territory,29.03333333333333
Queensland,28.35
South Australia,34.475
Tasmania,23.833333333333332
Victoria,31.875
Western Australia,34.300000000000004
