code,pop
Australian Capital Territory,36.3
New South Wales,29.03333333333333
Northern Territory,38.36666666666667
Queensland,29.25
South Australia,38.025
Tasmania,21.266666666666666
Victoria,33.075
Western Australia,26.53333333333333
