code,pop
Australian Capital Territory,22.65
New South Wales,24.166666666666668
Northern Territory,31.666666666666668
Queensland,24.325
South Australia,25.225
Tasmania,14.866666666666667
Victoria,17.65
Western Australia,25.53333333333333
