code,pop
Australian Capital Territory,20.549999999999997
New South Wales,23.46666666666667
Northern Territory,31.066666666666666
Queensland,27.650000000000002
South Australia,17.375
Tasmania,15.333333333333334
Victoria,14.7
Western Australia,30.400000000000002
