code,pop
Australian Capital Territory,23.200000000000003
New South Wales,19.933333333333334
Northern Territory,33.666666666666664
Queensland,27.65
South Australia,19.15
Tasmania,17.599999999999998
Victoria,18.425
Western Australia,34.6
