code,pop
Australian Capital Territory,32.650000000000006
New South Wales,25.733333333333334
Northern Territory,39.1
Queensland,29.95
South Australia,22.95
Tasmania,22.400000000000002
Victoria,36.175
Western Australia,29.900000000000002
