code,pop
Australian Capital Territory,34.25
New South Wales,28.666666666666668
Northern Territory,36.333333333333336
Queensland,28.499999999999996
South Australia,26.1
Tasmania,19.8
Victoria,27.799999999999997
Western Australia,37.300000000000004
