code,pop
Australian Capital Territory,24.35
New South Wales,20.900000000000002
Northern Territory,34.96666666666667
Queensland,29.15
South Australia,17.825000000000003
Tasmania,16.433333333333334
Victoria,17.225
Western Australia,35.53333333333334
