code,pop
Australian Capital Territory,28.85
New South Wales,25.8
Northern Territory,38.0
Queensland,30.200000000000003
South Australia,22.975
Tasmania,19.033333333333335
Victoria,23.099999999999998
Western Australia,30.900000000000002
