long,lat,no
134.4662,-15.2665,3
152.21776,-30.14165,3
116.76591,-33.9314,3
142.10933,-14.876389999999999,3
142.66658,-38.06155,3
152.24217,-30.13017,3
136.43057,-12.307089999999999,3
136.3728,-16.4257,3
136.81096000000002,-16.35024,3
152.0953,-31.6923,3
136.36498999999998,-16.42454,3
151.50731000000002,-31.77945,3
125.35561000000001,-17.18667,3
143.18184,-14.02295,3
142.1259,-37.3816,3
130.76555,-13.09078,3
145.86064,-32.68907,3
147.211,-32.6931,3
142.36148,-10.96968,3
130.7177,-13.3,3
131.9803,-12.76812,3
142.91441,-13.14139,3
134.44118,-12.104610000000001,3
143.45561,-14.271870000000002,3
141.96513000000002,-13.405320000000001,3
135.6609,-12.1106,3
136.58702,-12.63795,3
142.2609,-34.1895,3
142.00909,-13.066360000000001,3
134.49241999999998,-12.51883,3
125.35265,-17.18734,3
147.0011,-32.2263,3
143.60281,-36.147940000000006,3
142.11642,-14.87173,3
130.9716,-13.39567,3
130.77831,-13.15055,3
146.8229,-19.1345,3
134.459,-12.10219,3
143.16888,-14.02511,3
131.071,-13.3638,3
148.05383,-27.32115,3
132.24872,-11.26099,3
131.97728999999998,-12.76792,3
151.1033,-26.1465,3
152.22781,-30.161070000000002,3
132.88643000000002,-12.46819,3
141.86533,-12.45492,3
142.61371,-12.64488,3
146.81412,-19.13953,3
142.06543,-12.84817,3
150.73904,-23.30312,3
141.79459,-12.88059,3
136.54643000000002,-16.21255,3
148.34169,-29.26495,3
125.3412,-17.2094,3
119.1541,-21.7178,3
125.36393000000001,-17.1869,3
152.1844,-25.424770000000002,3
126.44927,-27.06314,3
151.6828,-31.4693,3
152.2306,-30.1542,3
132.0203,-12.7595,3
126.5005,-27.0842,3
133.83624,-12.516160000000001,3
152.24953,-30.11703,3
135.16476,-12.56242,3
147.72954,-42.73429,3
150.2159,-22.551,3
151.10744,-26.155829999999998,3
126.6776,-14.5062,3
145.45552,-33.87288,3
152.10765,-31.69292,3
130.9841,-13.397,3
152.24382,-30.14418,3
151.09607,-26.1553,3
143.87296,-14.519120000000001,3
132.84296,-14.273929999999998,3
130.75446000000002,-13.15076,3
142.09103000000002,-12.31025,3
148.00843999999998,-31.538290000000003,3
126.68233000000001,-14.4168,3
135.62469,-15.42813,3
142.10626000000002,-15.59927,3
152.10643000000002,-31.6711,3
134.11848,-12.31232,3
142.61908,-12.65137,3
142.09935,-11.79685,3
134.45247,-12.10718,3
142.60947,-12.63007,3
142.78343,-17.04119,3
144.35062,-16.06577,3
130.3467,-15.761,3
126.6879,-14.41885,3
141.83095,-12.860610000000001,3
130.70857,-13.30458,3
134.4888,-12.5649,3
145.28781,-23.65471,3
135.36917,-12.547939999999999,3
141.96945,-13.406089999999999,3
134.44775,-12.0996,3
150.85033,-27.49114,3
144.4088,-16.0357,3
134.52013,-12.556289999999999,3
131.9605,-12.7536,3
142.29262,-10.20053,3
135.6436,-15.4182,3
146.76735,-32.20584,3
141.8649,-12.3827,3
142.44907,-34.06436,3
130.9712,-12.4472,3
125.28397,-17.18269,3
128.1482,-17.0435,3
131.99435,-12.751669999999999,3
143.8648,-14.524000000000001,3
152.21365,-30.13665,3
152.21208000000001,-30.141109999999998,3
134.4572,-15.2803,3
130.3047,-15.742529999999999,3
141.94313,-12.83911,3
131.60238999999999,-12.811160000000001,3
142.1595,-15.727279999999999,3
148.3314,-29.2658,3
142.13065,-14.86239,3
130.78551000000002,-13.13626,3
132.7745,-11.8173,3
142.36511000000002,-10.96537,3
140.5961,-34.3602,3
141.87128,-12.37835,3
126.66595,-14.52312,3
135.6333,-15.4217,3
133.81918000000002,-12.505519999999999,3
134.44416999999999,-12.10009,3
142.73113999999998,-12.82803,3
142.0653,-12.5033,3
130.7249,-13.1198,3
151.68181,-30.537840000000003,3
152.89008,-27.20508,3
142.09685,-12.34539,3
147.56328,-32.39972,3
147.90991,-41.48447,3
141.85016000000002,-12.39604,3
144.43184,-16.03129,3
150.60553000000002,-22.68358,3
144.36028000000002,-16.0801,3
142.11958,-37.38128,3
134.1602,-13.5402,3
132.16031999999998,-11.4464,3
130.27233999999999,-11.71753,3
135.92255,-12.36796,3
152.21483,-30.15059,3
117.52621,-32.626090000000005,3
146.05116,-18.47115,3
143.0277,-13.4878,3
135.62523000000002,-15.43205,3
148.00755,-31.53469,3
132.1347,-11.3642,3
142.91565,-13.144110000000001,3
147.38695,-41.03837,3
148.90528999999998,-22.469839999999998,3
125.30502,-17.2084,3
126.44453,-27.06193,3
142.08189,-12.30454,3
136.49811,-16.365389999999998,3
126.68373999999999,-14.4262,3
130.75121000000001,-13.15116,3
132.86858999999998,-14.25695,3
147.05136000000002,-38.41295,3
152.92908,-30.06868,3
145.58482,-17.02613,3
126.61753999999999,-14.501339999999999,3
146.77097,-32.20547,3
152.2427,-30.1228,3
146.44063,-32.97205,3
143.3765,-12.73307,3
133.20982,-15.53135,3
133.03043,-12.1993,3
130.32834,-15.7731,3
148.15898,-28.679029999999997,3
144.79008000000002,-37.831920000000004,3
152.1055,-31.680329999999998,3
125.34156999999999,-17.22005,3
150.61105,-22.69391,3
130.21075,-15.84525,3
125.34518,-17.22421,3
130.19025,-14.140839999999999,3
148.0519,-27.30648,3
141.9536,-12.823269999999999,4
145.45126000000002,-17.33294,4
142.5018,-11.1142,4
130.7482,-13.3206,4
150.72243,-26.35991,4
145.60218999999998,-17.040470000000003,4
143.43945,-14.297179999999999,4
142.58446999999998,-11.113430000000001,4
141.85403,-12.38475,4
145.53978,-17.94885,4
152.27477,-30.107470000000003,4
146.5556,-32.872,4
145.3127,-17.3739,4
143.35695,-12.75986,4
130.29731999999998,-15.727789999999999,4
153.22849,-27.97053,4
150.18652,-22.55494,4
136.423,-12.30585,4
145.43385,-17.34021,4
152.24908,-30.14582,4
148.39421000000002,-21.43436,4
150.8318,-25.8774,4
126.64555,-14.564279999999998,4
150.81845,-25.90101,4
145.5799,-17.0341,4
145.56049,-17.05719,4
130.98595,-13.426720000000001,4
148.61497,-26.29145,4
141.98588999999998,-12.82225,4
152.20531,-30.15372,4
150.83955,-25.87343,4
144.4152,-16.0469,4
150.70695,-26.357509999999998,4
133.20425,-15.49368,4
152.23941000000002,-30.159370000000003,4
142.90073999999998,-13.184439999999999,4
142.25482,-34.20094,4
145.53799999999998,-18.0038,4
143.151,-14.0166,4
145.61121,-17.005029999999998,4
147.00125,-32.22007,4
142.53118999999998,-11.08314,4
134.13777,-13.52631,4
146.82426,-19.14554,4
152.10178,-31.684720000000002,4
150.17938,-22.539,4
152.25105,-30.16817,4
132.873,-14.24535,4
132.8459,-14.2856,4
153.13106000000002,-28.09011,4
153.22916999999998,-27.974659999999997,4
149.11115,-26.19965,4
143.28537,-12.82907,4
126.64401000000001,-14.55504,4
143.3558,-12.7591,4
126.44078999999999,-27.070320000000002,4
152.44994,-29.70475,4
143.1568,-14.0194,4
130.95645,-13.4071,4
132.14835,-11.36444,4
134.05652,-12.46555,4
145.54813000000001,-17.9544,4
151.21618999999998,-33.95117,4
142.4409,-11.0796,4
153.13284,-28.090190000000003,4
152.55278,-27.920690000000004,4
150.84341,-25.874029999999998,4
116.78799,-33.939820000000005,4
150.59038999999999,-22.7288,4
142.25124,-34.195029999999996,4
126.7391,-14.5341,4
141.87125,-12.36443,4
145.51561999999998,-17.82379,4
130.97638999999998,-13.42324,4
130.99469,-11.68496,4
150.83444,-25.87949,4
135.63609,-15.439020000000001,4
150.81517,-25.87651,4
125.31845,-17.1306,4
153.11453,-28.06505,4
132.84723,-14.28375,4
