long,lat,no
143.28218,-17.002470000000002,29
144.52322,-15.924829999999998,29
146.59035,-31.00688,29
124.80609,-16.61945,29
150.71638000000002,-22.45316,29
142.06187,-11.67932,29
152.38278,-29.80025,29
143.63196000000002,-14.28841,29
152.54617,-29.753709999999998,29
152.39659,-29.78125,29
142.2084,-11.680860000000001,29
146.60475,-31.64452,29
135.60931000000002,-12.522780000000001,29
126.91917,-15.51506,29
123.8594,-16.4384,29
132.42755,-13.346470000000002,29
132.49536,-11.30543,29
148.59348,-23.04887,29
132.5394,-11.19116,29
152.26498,-27.894740000000002,29
152.29634,-27.8878,29
149.67696999999998,-27.47418,29
152.10388,-30.758359999999996,29
132.88744,-13.87987,29
132.92413,-13.89831,29
143.26663,-17.0243,29
124.0528,-16.37368,29
150.71124,-22.48784,29
152.26617,-27.87215,29
132.31763,-13.355360000000001,29
143.57054,-14.29892,29
134.78249,-15.54471,29
132.92481999999998,-13.912970000000001,29
115.78166,-33.58783,29
143.31363000000002,-17.0378,29
152.38361,-28.159990000000004,29
152.4292,-30.009,29
125.19203999999999,-27.632820000000002,29
132.31873000000002,-13.36306,29
126.8164,-15.468689999999999,29
132.55013,-12.96609,29
115.63768999999999,-33.87715,29
142.19749,-11.7273,29
130.43222,-13.03378,29
135.78256000000002,-12.6219,29
145.42084,-23.21986,29
143.36847,-17.103620000000003,29
116.10685,-32.16207,29
142.17719,-11.73259,29
142.19019,-11.67778,29
141.74893,-12.40647,29
123.91928999999999,-16.50376,29
143.30865,-17.02775,29
132.32356000000001,-13.36239,29
143.384,-17.1654,29
128.44299999999998,-28.2775,29
147.14496,-33.21294,29
143.38611,-17.2042,29
128.49518999999998,-28.282490000000003,29
135.09961,-15.5963,29
142.09587,-11.71595,29
143.3727,-17.21356,29
145.09383,-14.881089999999999,29
132.04898,-12.537360000000001,29
126.76682,-15.497179999999998,29
143.33608999999998,-17.06878,29
136.38339,-12.04152,29
144.5941,-15.927620000000001,29
142.3172,-11.6487,29
135.09796,-15.61876,29
144.5714,-15.9213,29
152.3087,-27.889059999999997,29
116.05506000000001,-33.13288,29
115.77843999999999,-33.58892,29
141.7473,-12.4104,29
124.05131999999999,-16.3635,29
143.63914,-14.28559,29
134.75444,-15.52011,29
143.27563,-17.05326,29
152.08765,-30.71632,29
145.98576,-33.20029,29
132.3225,-13.3469,29
143.67236,-14.30091,29
130.75302,-12.97478,29
152.38652,-28.158459999999998,29
152.32295,-30.01633,29
142.29998999999998,-11.63888,29
142.21776,-11.725660000000001,29
123.8823,-16.4517,29
152.37784,-28.16825,29
132.3392,-13.3752,29
150.60197,-22.39649,29
143.55774,-14.282739999999999,29
143.63158,-14.28434,29
128.5098,-28.2803,29
130.88321000000002,-11.73456,29
150.7235,-22.47665,29
141.7442,-12.40564,29
143.34403999999998,-17.06731,29
150.56233,-22.355439999999998,29
142.22185,-11.72295,29
142.45157,-11.7488,29
134.63655,-15.587029999999999,29
152.36682,-29.79605,29
152.37706,-29.795579999999998,29
141.99464,-13.305370000000002,29
150.61496,-22.426560000000002,29
136.91153,-12.302539999999999,29
141.72592,-12.42596,29
143.65152,-14.289539999999999,29
132.9317,-13.9252,29
142.22035,-11.71643,29
143.2897,-17.00372,29
115.00164,-21.6939,29
134.76641999999998,-15.59595,29
143.34566,-17.075670000000002,29
134.82281,-15.57107,29
150.71379,-22.483929999999997,29
123.88646000000001,-16.44837,29
143.5705,-14.2858,29
152.41342,-29.9999,29
124.04948,-16.36139,29
142.3036,-11.64,29
121.48844,-30.866670000000003,29
134.65436,-15.525739999999999,29
142.32397,-11.658760000000001,29
152.25339,-27.887109999999996,29
132.35796000000002,-13.36156,29
145.1887,-15.3747,29
135.66251,-12.48755,29
124.0574,-16.354,29
150.72134,-22.48625,29
141.77232,-12.54541,29
115.76893999999999,-33.606590000000004,29
143.6263,-14.2863,29
136.3855,-12.0364,29
136.7115,-16.07951,29
152.26436999999999,-27.89286,29
115.75708999999999,-33.60136,29
142.48233000000002,-11.752360000000001,29
132.84122,-12.440610000000001,29
126.80766000000001,-15.527439999999999,29
128.4032,-28.27305,29
132.3596,-13.35932,29
141.7153,-12.4225,29
143.38138,-17.15129,29
116.10308,-32.35633,29
142.20941000000002,-11.79545,29
117.16776000000002,-34.559540000000005,29
132.36281,-13.36089,29
152.30057,-27.893859999999997,29
116.11447,-33.32397,29
143.25446000000002,-17.069960000000002,29
132.04951,-12.54123,29
143.28499,-17.01705,29
142.30315,-11.82771,29
152.46573,-30.024929999999998,29
134.7558,-15.5361,29
134.52878,-12.374360000000001,29
135.6193,-12.530999999999999,29
115.77658000000001,-33.6112,29
143.38058,-17.168779999999998,29
141.99245,-13.313970000000001,29
152.211,-29.8849,29
152.28757,-27.88581,29
151.98141,-29.003759999999996,29
151.4534,-31.8374,29
152.42827,-30.00518,29
130.4155,-13.0244,29
132.3559,-13.4035,29
134.7524,-15.5262,29
124.33254,-28.38379,29
152.39075,-29.60817,29
135.08731,-15.627329999999999,29
132.2993,-13.3506,29
152.27272,-27.88257,29
142.00839,-13.33063,29
141.9728,-13.3255,29
143.32486,-17.053079999999998,29
152.3145,-29.6947,29
126.80758999999999,-15.52926,29
116.10604,-32.164629999999995,29
143.2531,-17.06257,29
136.36061,-12.146469999999999,29
132.05006,-12.545110000000001,29
143.38716000000002,-17.1766,29
142.16544,-11.7127,29
115.77145,-33.6175,29
132.32195,-13.372129999999999,29
141.73407,-12.407789999999999,29
132.89311,-13.88675,29
142.36597,-11.68459,29
116.42803,-32.85308,29
132.42279,-13.3471,29
152.0862,-30.81365,29
152.27496000000002,-27.8793,29
152.38412,-29.96828,29
152.46436,-30.02307,29
152.41248000000002,-30.003970000000002,29
152.2271,-30.50075,29
136.61633,-12.36471,29
124.8738,-16.5299,29
152.07195,-30.747059999999998,29
132.92991999999998,-13.916089999999999,29
123.9055,-16.49806,29
152.43248,-30.005509999999997,29
142.20074,-11.72418,29
132.92415,-13.90129,29
150.72713000000002,-22.46108,29
115.77056,-33.57925,29
128.4288,-28.2791,29
149.8317,-27.2189,29
150.7155,-22.4981,29
152.38216,-28.16718,29
116.09866000000001,-32.163309999999996,29
128.52998,-28.292209999999997,29
144.60773,-15.95674,29
130.20266999999998,-11.70225,29
132.31653,-13.34765,29
136.35851,-12.13713,29
141.75623000000002,-13.0017,29
126.9394,-15.479000000000001,29
152.13568,-29.87165,29
141.72391000000002,-12.409930000000001,29
126.92399999999999,-15.5152,29
144.50456,-15.925270000000001,29
116.7658,-33.55095,29
130.7536,-12.97901,29
136.71925,-16.08176,29
152.26183,-27.88731,29
124.05051999999999,-16.35886,29
152.27472,-27.87551,29
134.79224,-15.536879999999998,29
150.70688,-22.486729999999998,29
141.7076,-12.4264,29
142.17122,-11.70541,29
144.5152,-15.923,29
148.55148,-29.49444,29
142.28456,-11.81766,29
115.77214,-33.57951,29
124.86336000000001,-16.639879999999998,29
126.89133000000001,-15.520560000000001,29
135.66148,-12.48086,29
115.78679,-33.5877,29
124.81171,-16.63266,29
132.3172,-13.3889,29
143.56824,-14.2998,29
149.4612,-27.4536,29
143.37056,-17.14045,29
143.37373,-17.1223,29
150.71414,-22.48087,29
142.2292,-11.695910000000001,29
149.67033,-27.47567,29
134.74995,-15.517170000000002,29
152.2941,-27.90183,29
144.6048,-15.924170000000002,29
132.93413999999999,-13.92401,29
135.08783,-15.63078,29
143.3692,-17.2293,29
144.60657,-15.9397,29
143.64291,-14.28621,29
142.23764,-11.70117,29
136.34348,-12.152460000000001,29
134.7861,-15.5323,29
152.39317,-28.155279999999998,29
136.53146,-12.238660000000001,29
142.00394,-13.32986,29
132.33218,-13.3747,29
152.26448,-27.8805,29
136.35054,-12.15139,29
132.07796000000002,-12.56507,29
115.76933999999999,-33.58681,29
132.8295,-13.87238,29
136.41685,-12.43241,29
124.2019,-16.4646,29
132.32846,-13.38305,29
134.76585,-15.499870000000001,29
141.78083999999998,-13.009780000000001,29
128.45244,-28.280240000000003,29
142.05392,-11.67021,29
116.8058,-33.954,29
134.78542,-15.52142,29
142.19893000000002,-11.68936,29
152.42445,-30.004890000000003,29
150.71618999999998,-22.45524,29
149.46541000000002,-32.35476,29
116.80016,-33.965309999999995,29
142.0994,-11.689169999999999,29
124.19651,-16.48511,29
142.05722,-11.67854,29
134.533,-12.3984,29
132.92885,-13.908529999999999,29
143.37978999999999,-17.16459,29
143.31557,-17.03236,29
145.9931,-33.1989,29
135.7947,-12.7251,29
152.35965,-29.805559999999996,29
132.87192,-13.87049,29
150.7067,-22.4889,29
128.47656,-28.280640000000002,29
116.0508,-33.1308,29
152.25958,-27.885170000000002,29
152.33338999999998,-29.733040000000003,29
143.63661000000002,-14.28757,29
142.2362,-11.8228,29
152.3343,-30.0165,29
135.09278999999998,-15.599470000000002,29
147.78355,-20.53931,29
142.2211,-11.7207,29
124.18333999999999,-16.4499,29
128.53236,-28.289559999999998,29
132.3945,-13.4182,29
128.45976000000002,-28.29028,29
143.28745,-17.02956,29
132.9202,-13.8889,29
152.08931,-30.72167,29
142.1266,-11.74996,29
150.70857,-22.492620000000002,29
132.35213000000002,-13.34317,29
143.31616,-17.028979999999997,29
143.66856,-14.30626,29
126.92161000000002,-15.50593,29
115.76421,-33.588640000000005,29
141.97093,-13.32197,29
152.28343,-27.884240000000002,29
152.2974,-27.8904,29
146.5845,-31.00805,29
152.34181,-29.74441,29
115.78191000000001,-33.58497,29
135.80093,-12.73767,29
152.00056,-29.003840000000004,29
115.64241000000001,-33.39861,29
143.3593,-17.1035,29
152.32124,-29.699,29
147.43594,-41.10418,29
132.33275,-13.3572,29
152.28104,-27.87438,29
123.94723,-16.36609,29
142.31826999999998,-11.87162,29
124.03991,-16.36143,29
152.27217,-27.876520000000003,29
136.39700000000002,-12.03605,29
150.68791000000002,-22.42295,29
152.43159,-29.79552,29
144.59276,-15.973479999999999,29
143.28354,-17.05184,29
128.48143000000002,-28.29295,29
123.91264,-16.49877,29
123.89461999999999,-16.43644,29
149.66895,-27.47065,29
132.0436,-12.5713,29
152.32008000000002,-29.7112,29
144.57486,-15.90725,29
143.38329,-17.15513,29
135.0713,-15.6556,29
143.27088999999998,-17.0498,29
135.82391,-12.744489999999999,29
132.07742,-12.5612,29
143.39149,-17.17384,29
128.47307,-28.28825,29
131.65176,-28.039720000000003,30
144.63022,-15.95941,30
127.00681999999999,-14.3092,30
147.84654,-41.11335,30
142.2449,-11.87934,30
130.91296,-11.81548,30
123.00036999999999,-29.119490000000003,30
142.12503,-11.78312,30
143.30246,-17.008689999999998,30
150.4626,-28.113740000000004,30
134.62062,-15.494079999999999,30
142.16595,-11.66197,30
143.33211,-17.04445,30
134.66879,-15.51658,30
148.83968000000002,-30.36942,30
128.34065,-16.12673,30
142.0711,-12.6802,30
128.34366,-16.14264,30
144.5877,-15.9083,30
143.38353,-17.226979999999998,30
144.634,-15.9641,30
141.74797,-12.41507,30
148.50118999999998,-31.797179999999997,30
135.90171999999998,-12.73585,30
146.6475,-26.201999999999998,30
141.75359,-12.40826,30
143.2604,-17.0026,30
131.64975,-28.056209999999997,30
134.62166000000002,-15.60089,30
143.369,-17.08902,30
128.54077,-28.29634,30
134.6086,-15.5072,30
131.65623,-28.029970000000002,30
132.87303,-13.867289999999999,30
134.59285,-15.492320000000001,30
131.65677,-28.026459999999997,30
142.4838,-18.2708,30
116.04901000000001,-33.1304,30
128.52737,-28.301470000000002,30
144.5246,-15.9329,30
141.71861,-12.997710000000001,30
143.2543,-16.99213,30
134.5539,-15.575999999999999,30
115.96176000000001,-32.805479999999996,30
132.94205,-13.9214,30
135.08977,-15.63679,30
141.72707,-12.40208,30
134.6382,-15.5407,30
128.55069,-28.30371,30
141.81096000000002,-12.37898,30
143.7109,-14.3039,30
150.5984,-28.9961,30
143.36456,-17.07711,30
130.41806,-13.0361,30
141.7141,-13.0053,30
124.89098999999999,-16.67535,30
144.62392,-15.924270000000002,30
134.7361,-15.4998,30
133.92744,-14.9287,30
127.00383000000001,-14.33523,30
146.72935,-41.09323,30
128.51033,-28.27238,30
151.15343000000001,-23.793429999999997,30
142.15778,-11.65518,30
132.8351,-14.1787,30
142.4333,-18.2775,30
144.59224,-15.913,30
143.22276000000002,-17.01941,30
142.22908,-11.69107,30
150.56453,-22.3543,30
141.79474,-12.39172,30
123.8735,-16.481189999999998,30
136.4631,-12.3362,30
135.09203,-15.498029999999998,30
132.87616,-13.866929999999998,30
142.1517,-11.65405,30
142.3902,-11.88307,30
143.3997,-17.17885,30
115.62698999999999,-31.078570000000003,30
143.53375,-14.27299,30
152.30663,-27.88705,30
143.39427,-17.2133,30
143.19313,-16.96895,30
141.80135,-12.38729,30
134.6487,-15.5145,30
132.9213,-13.87721,30
131.63512,-28.0647,30
141.72034,-14.76803,30
142.34357,-12.0735,30
143.27087,-17.04591,30
134.8112,-15.559339999999999,30
143.39864,-17.216639999999998,30
128.5099,-28.2843,30
143.39336,-17.21754,30
128.48781,-28.30823,30
142.46687,-18.31351,30
130.47005,-15.646429999999999,30
142.0643,-11.7067,30
132.08356,-12.57934,30
142.45131999999998,-18.23224,30
128.54207,-28.30113,30
143.55789,-14.268270000000001,30
116.10198999999999,-32.37095,30
144.62798999999998,-15.92361,30
130.0106,-15.4692,30
143.28548,-16.99758,30
122.01966000000002,-33.68858,30
115.87691000000001,-33.65163,30
147.21411,-35.17941,30
133.95886000000002,-14.904679999999999,30
141.7191,-12.9993,30
144.6335,-15.95526,30
149.07327,-27.51636,30
128.5311,-28.28325,30
143.53822,-14.27382,30
128.46919,-28.293879999999998,30
146.72073,-19.414720000000003,30
115.64738,-31.064429999999998,30
116.05734,-33.12356,30
143.23366000000001,-16.98161,30
143.241,-17.0004,30
134.42328999999998,-12.260480000000001,30
142.47208999999998,-18.27115,30
141.94507,-13.357479999999999,30
128.44727,-28.30371,30
133.91876000000002,-14.94394,30
149.4574,-27.45332,30
141.70491,-13.003219999999999,30
146.98528000000002,-32.18824,30
144.62473,-15.95307,30
142.11478,-11.77115,30
149.2137,-33.75566,30
142.15798999999998,-11.75735,30
150.66992,-22.40994,30
134.7921,-15.524189999999999,30
142.46339,-18.23176,30
141.79526,-12.39505,30
141.71059,-13.01598,30
147.61452,-32.175509999999996,30
141.8072,-12.376,30
142.05438,-11.70691,30
116.0905,-32.3524,30
150.72885,-22.46473,30
115.64243,-31.068929999999998,30
127.63532,-16.68226,30
122.9305,-33.63897,30
149.04814,-28.330040000000004,30
115.66727,-31.101770000000002,30
143.39618000000002,-17.18279,30
134.76599,-15.495270000000001,30
140.03107,-36.66576,30
142.22453000000002,-11.68333,30
146.13483,-32.44445,30
142.42921,-18.23452,30
143.71291000000002,-14.30406,30
149.4278,-35.8306,30
149.45047,-27.446690000000004,30
132.89248999999998,-13.870220000000002,30
143.54886000000002,-14.2666,30
122.93032,-33.63827,30
141.71425,-14.77576,30
136.63037,-12.36572,30
141.70737,-12.43497,30
115.65838000000001,-31.09201,30
128.3316,-16.1272,30
128.5529,-28.2887,30
132.40005,-13.4446,30
136.35316,-12.11603,30
142.09398000000002,-11.70708,30
141.9753,-13.2993,30
131.65796,-28.035709999999998,30
136.3533,-12.118,30
141.96718,-13.33198,30
147.14702,-33.12877,30
134.62883,-15.4877,30
136.46758,-12.34373,30
149.45651,-27.44952,30
143.37724,-17.11531,30
128.47189,-28.303409999999996,30
128.4448,-28.295,30
141.85075,-12.08474,30
142.47993,-18.27338,30
115.6544,-31.0639,30
144.6193,-15.9373,30
142.08604,-11.66305,30
142.47803000000002,-18.30646,30
133.90979,-14.92668,30
148.17016999999998,-28.772059999999996,30
142.13409,-11.69027,30
142.24721,-12.45926,30
141.80594,-12.393410000000001,30
142.34192,-12.0634,30
130.02219,-15.47534,30
134.77794,-15.60418,30
124.18059,-16.50251,30
126.9872,-14.3012,30
143.62558,-14.280370000000001,30
142.16083999999998,-11.65575,30
131.63123000000002,-28.070659999999997,30
143.2495,-16.986,30
141.75508,-12.413969999999999,30
134.7653,-15.4949,30
126.99133,-14.30688,30
142.09174,-11.66958,30
136.36307,-12.15103,30
134.58932,-15.54783,30
141.84046999999998,-12.08186,30
135.1022,-15.5901,30
124.77918000000001,-16.62754,30
135.0591,-15.6851,30
128.4701,-28.2922,30
135.79375,-34.82592,30
142.0775,-11.7324,30
128.56985,-28.274,30
142.2287,-12.436689999999999,30
136.63768000000002,-12.38064,30
143.6326,-14.2876,30
142.0632,-11.6788,30
135.80208000000002,-34.82541,30
128.34135,-16.1492,30
144.59305,-15.908970000000002,30
122.87666999999999,-33.32127,30
128.34471000000002,-16.14215,30
136.34853,-12.12068,30
143.3569,-17.0857,30
142.07956000000001,-11.7093,30
143.3902,-17.12869,30
115.6675,-31.1155,30
126.99174,-14.31182,30
141.70027,-12.436060000000001,30
142.46445,-18.29276,30
142.16466,-11.685830000000001,30
142.27885,-11.88303,30
143.2301,-16.9927,30
142.20535,-11.66928,30
143.25374,-16.98878,30
146.65618999999998,-26.19289,30
135.91408,-12.74261,30
135.80411,-34.83477,30
143.2895,-17.0028,30
132.83223,-13.84675,30
132.92543,-13.89229,30
143.31096000000002,-17.01425,30
132.92761000000002,-13.88165,30
143.56892,-14.27171,30
141.75502,-14.75596,30
136.33268999999999,-12.15915,30
128.48611,-28.31043,30
144.6221,-15.960729999999998,30
134.61565,-15.494679999999999,30
116.1142,-32.102909999999994,30
141.67661999999999,-12.9405,30
133.92699,-14.91334,30
143.54002,-14.28687,30
144.62608,-15.9597,30
142.14767,-11.76239,30
142.13716000000002,-11.69085,30
142.2944,-34.22313,30
123.9042,-16.48024,30
134.6528,-15.509089999999999,30
126.8758,-15.4497,30
143.33635,-17.0528,30
144.6239,-15.9645,30
141.92752,-15.40572,30
134.58948,-15.48891,30
148.40228000000002,-28.87337,30
116.04578000000001,-33.12216,30
132.83393999999998,-14.1918,30
128.35478,-16.13036,30
143.2365,-17.01752,30
144.59592,-15.91365,30
134.6658,-15.5262,30
141.99329,-13.334810000000001,30
131.6524,-28.061590000000002,30
134.5935,-15.584000000000001,30
149.83728,-27.20907,30
147.5452,-31.0828,30
143.25851,-17.03964,30
134.5901,-15.6071,30
144.6356,-15.93,30
126.94022,-15.45445,30
135.77794,-12.61769,30
146.05061,-17.461370000000002,30
126.98449,-14.307220000000001,30
121.4901,-30.864990000000002,30
135.9193,-12.31723,30
142.2552,-11.8802,30
143.56624,-14.27919,30
134.6664,-15.59551,30
133.9505,-14.9297,30
143.23734,-16.98103,30
126.9852,-14.3123,30
143.37553,-17.10523,30
128.51973,-28.27269,30
130.00615,-15.47696,30
142.1993,-11.670119999999999,30
134.80954,-15.54551,30
128.4661,-28.3045,30
141.97075,-13.33143,30
143.394,-17.19008,30
134.77682,-15.50331,30
143.3954,-17.21161,30
149.83665,-27.212609999999998,30
132.82428000000002,-14.18075,30
149.8276,-27.2181,30
127.0146,-14.3171,30
143.2128,-16.94962,30
143.24382,-16.99721,30
150.60159,-22.39573,30
150.72028,-22.4478,30
135.80272,-34.83084,30
150.7187,-22.504070000000002,30
146.0545,-17.46225,30
147.14597,-33.21405,30
144.6275,-15.9268,30
126.98838,-14.307789999999999,30
141.959,-13.3271,30
134.55878,-12.350719999999999,30
132.93748,-13.899679999999998,30
148.81197,-31.21923,30
142.46846000000002,-18.2717,30
143.36475,-17.08625,30
135.80368,-34.83314,30
130.91426,-11.82686,30
132.85921000000002,-13.85849,30
143.68085,-14.30215,30
132.92,-13.8907,30
135.06116,-15.672479999999998,30
135.67821,-12.48612,30
135.9144,-12.3125,30
132.3259,-13.292,30
143.37773,-17.09725,30
141.8179,-12.3838,30
143.3363,-17.04523,30
143.39749,-17.2183,30
143.32303000000002,-17.04113,30
128.53954,-28.291529999999998,30
135.7882,-34.8419,30
116.80386999999999,-33.9552,30
150.70987,-22.4872,30
143.35027,-17.06784,30
150.2357,-25.9195,30
142.81148000000002,-12.02698,30
142.45049,-18.301170000000003,30
142.24721,-11.840539999999999,30
134.54677,-15.61464,30
141.96309,-13.3292,30
142.40771,-11.88635,30
134.51529,-15.523629999999999,30
134.59996,-15.55134,30
143.52139,-14.28911,30
143.55685,-14.2701,30
143.37497,-17.101879999999998,30
141.8174,-12.3872,30
136.33502,-12.11583,30
146.71889,-19.430429999999998,30
134.65303,-15.57872,30
141.9915,-13.30093,30
142.45145,-18.29676,30
128.48799,-28.29484,30
143.2379,-16.984379999999998,30
142.10365,-11.77106,30
128.34241,-28.261229999999998,30
116.0922,-32.3648,30
143.56682,-14.282620000000001,30
143.39629,-17.15869,30
149.82983000000002,-27.226129999999998,30
128.48033,-28.311690000000002,30
141.72322,-13.00383,30
142.07542,-11.7065,30
141.80687,-12.37619,30
131.64955,-28.039379999999998,30
141.81718,-12.39511,30
132.8126,-14.1842,30
133.9451,-14.9215,30
134.6473,-15.5235,30
124.7994,-16.644820000000003,30
122.87566000000001,-33.32111,30
128.46025,-28.305940000000003,30
135.0405,-15.66119,30
134.49387,-15.60048,30
136.39828,-12.04267,30
116.04668999999998,-33.128679999999996,30
144.51378,-15.93506,30
131.63286000000002,-28.0654,30
134.6553,-15.5524,30
144.62503,-15.96045,30
133.92192,-14.94369,31
130.92491,-11.80995,31
132.85994,-13.85326,31
141.28708999999998,-37.3822,31
132.90437,-13.86527,31
126.67503,-15.558489999999999,31
132.48343,-12.990219999999999,31
134.56638,-15.478270000000002,31
132.53166000000002,-12.991019999999999,31
134.52629,-15.50005,31
134.62503,-15.47289,31
131.67174,-28.08227,31
144.80067,-15.173570000000002,31
135.1004,-15.63689,31
143.16433999999998,-16.958,31
130.93192,-11.84437,31
143.33144,-17.027829999999998,31
132.5441,-12.9755,31
130.41672,-13.02116,31
131.35176,-14.149779999999998,31
136.33324,-12.17328,31
126.68791999999999,-15.564620000000001,31
134.57625,-15.491629999999999,31
143.33035,-17.020410000000002,31
144.5511,-15.895370000000002,31
132.83295,-14.16186,31
141.98183,-13.294089999999999,31
132.90985,-13.862720000000001,31
132.93396,-13.887929999999999,31
142.19823,-12.41855,31
142.13379,-11.63255,31
130.55324,-12.90369,31
132.94255,-13.880429999999999,31
128.58215,-28.27106,31
129.89818,-14.287510000000001,31
134.38405,-15.510639999999999,31
146.84752,-32.4605,31
135.1004,-15.63122,31
148.22057,-29.0262,31
132.85762,-13.838870000000002,31
145.16631,-15.3788,31
134.65742,-15.509310000000001,31
142.48193,-18.31626,31
128.55898,-28.31496,31
143.50523,-14.273489999999999,31
143.53665,-14.25816,31
129.96782,-15.4694,31
143.16223,-16.930670000000003,31
146.38379,-38.12988,31
136.35166999999998,-12.17662,31
152.30354,-27.8805,31
137.5836,-33.00189,31
128.59129,-28.26553,31
128.53406999999999,-28.264429999999997,31
132.90161,-13.86294,31
128.32652,-28.254440000000002,31
143.59816,-36.14112,31
123.86968999999999,-16.49319,31
142.18761999999998,-11.79711,31
143.35339,-17.05135,31
132.30478,-13.26614,31
134.43437,-15.51842,31
128.56377,-28.301609999999997,31
132.85902,-13.84636,31
143.6528,-14.284679999999998,31
134.36494,-15.458839999999999,31
143.45731,-37.52964,31
123.86285,-16.51367,31
132.71631000000002,-12.34859,31
134.43854,-15.5333,31
134.36188,-15.4948,31
134.35384,-15.4933,31
143.51099,-14.283579999999999,31
143.41676,-17.16036,31
146.92729,-42.39841,31
134.53853,-15.48886,31
141.9548,-13.309479999999999,31
132.2968,-13.26499,31
144.60283,-15.893720000000002,31
128.5741,-28.30335,31
126.9081,-15.43436,31
132.42783,-13.45928,31
132.54994,-13.00666,31
134.57416,-15.45784,31
136.4567,-12.33179,31
134.80971,-15.53757,31
124.21378,-16.48849,31
142.28753999999998,-11.88534,31
132.28687,-13.30299,31
142.43906,-18.33536,31
131.41933999999998,-12.62716,31
134.50923,-15.48758,31
131.54587,-15.32381,31
143.15192,-16.92446,31
128.57199,-28.249779999999998,31
132.83073000000002,-14.150520000000002,31
134.42677,-15.50813,31
132.72827,-12.399410000000001,31
136.6293,-12.36069,31
143.53416,-14.2694,31
126.98546,-15.46411,31
132.74031000000002,-12.39091,31
126.67271000000001,-15.567329999999998,31
143.26273999999998,-16.95636,31
146.02931,-31.75698,31
132.49074,-12.993030000000001,31
132.75011999999998,-12.38156,31
126.91198,-15.433670000000001,31
131.38921000000002,-14.14059,31
138.94803000000002,-16.985889999999998,31
134.24979,-12.068060000000001,31
134.55893999999998,-15.480429999999998,31
136.35464,-12.17072,31
143.17105,-16.90005,31
131.34098999999998,-14.14468,31
143.55777,-14.258820000000002,31
135.0923,-15.5608,31
124.85318000000001,-16.786579999999997,31
134.24903999999998,-12.061819999999999,31
123.8742,-16.49604,31
126.91121000000001,-15.429520000000002,31
143.39258999999998,-17.084629999999997,31
134.36334,-15.5014,31
141.79955,-12.40418,31
134.69322,-15.6704,31
143.1579,-16.89725,31
131.63463000000002,-28.076179999999997,31
143.17969,-16.920679999999997,31
143.3804,-17.077920000000002,31
141.68213,-13.012360000000001,31
150.71655,-22.511470000000003,31
146.83774,-32.44003,31
134.51332,-15.47729,31
131.50508,-15.328510000000001,31
132.42545,-13.45595,31
129.95328,-15.46466,31
134.4386,-15.56104,31
134.50252,-15.49881,31
145.38068,-40.85202,31
136.28441999999998,-12.15685,31
143.10057,-16.90352,31
134.564,-15.49872,31
142.24851999999998,-12.48847,31
129.96559,-15.490860000000001,31
144.58263,-15.893020000000002,31
134.43854,-15.50552,31
143.54079,-14.257579999999999,31
150.87978,-34.46094,31
134.49867,-15.46895,31
122.98544,-29.124409999999997,31
131.33315,-14.12824,31
142.40668,-18.38074,31
150.64168,-22.40126,31
122.99776999999999,-29.13723,31
128.57159,-28.29225,31
131.3555,-14.11785,31
129.98363999999998,-15.503129999999999,31
126.67116000000001,-15.53834,31
136.46031000000002,-12.33137,31
128.56226999999998,-28.30664,31
134.52174,-15.508029999999998,31
148.56081,-25.83219,31
136.76111,-12.27132,31
124.19613999999999,-16.51569,31
142.55936,-11.99259,31
142.3419,-12.092989999999999,31
143.49698999999998,-14.27465,31
126.6718,-15.53483,31
134.38998,-15.545060000000001,31
135.7632,-12.60571,31
129.87621000000001,-14.27578,31
147.31104,-42.26889,31
131.66458,-28.07453,31
136.43954,-12.62322,31
132.28633,-13.3065,31
142.40721000000002,-18.2626,31
143.41531,-17.20436,31
132.43202,-13.46045,31
148.39106999999998,-25.78614,31
132.84126,-13.832820000000002,31
134.58675,-15.66552,31
141.75717,-12.413780000000001,31
126.66968999999999,-15.57208,31
134.51215,-15.67431,31
126.70183,-15.5291,31
131.36061,-14.122720000000001,31
124.85063999999998,-16.77441,31
131.34776000000002,-14.11941,31
143.64424,-14.279160000000001,31
134.45903,-15.60034,31
124.86971000000001,-16.82849,31
123.88568000000001,-16.51566,31
132.82356000000001,-14.150479999999998,31
132.28891000000002,-13.256179999999999,31
143.16064,-16.91946,31
141.96841,-13.35641,31
148.18542,-31.306659999999997,31
132.54196000000002,-12.97203,31
148.17934,-28.767490000000002,31
142.18401,-11.66705,31
132.91698,-13.869000000000002,31
142.0587,-12.67249,31
134.4189,-15.50697,31
130.49966,-12.902660000000001,31
143.17807,-16.92195,31
134.46823,-15.582360000000001,31
131.49283,-15.33027,31
123.87075,-16.49014,31
130.9261,-11.81569,31
141.68596000000002,-13.00395,31
124.85648,-16.79496,31
134.48391999999998,-15.526520000000001,31
122.99552,-29.14082,31
141.95356999999998,-13.3545,31
126.67981999999999,-15.5362,31
142.16058,-11.69303,31
129.9687,-15.490260000000001,31
142.7735,-38.01654,31
150.634,-22.396379999999997,31
132.92911999999998,-13.86936,31
134.38939,-15.51331,31
143.54955,-14.259970000000001,31
144.58209,-15.889560000000001,31
132.33158999999998,-13.28675,31
128.54422,-28.3177,31
131.32108,-14.14869,31
132.55164,-12.98949,31
131.34894,-14.125070000000001,31
136.61378,-12.37348,31
