code,pop
Australian Capital Territory,26.8
New South Wales,34.23333333333333
Northern Territory,37.06666666666666
Queensland,31.05
South Australia,24.775000000000002
Tasmania,18.933333333333334
Victoria,23.725
Western Australia,36.63333333333333
