code,pop
Australian Capital Territory,15.65
New South Wales,18.0
Northern Territory,30.633333333333336
Queensland,24.474999999999998
South Australia,16.0
Tasmania,14.533333333333333
Victoria,13.9
Western Australia,30.900000000000002
