code,pop
Australian Capital Territory,12.95
New South Wales,17.533333333333335
Northern Territory,31.0
Queensland,27.575000000000003
South Australia,14.65
Tasmania,14.666666666666666
Victoria,11.45
Western Australia,28.666666666666668
