code,pop
Australian Capital Territory,21.049999999999997
New South Wales,26.666666666666668
Northern Territory,32.0
Queensland,29.25
South Australia,21.125
Tasmania,18.96666666666667
Victoria,18.875
Western Australia,30.433333333333337
