code,pop
Australian Capital Territory,21.45
New South Wales,19.766666666666666
Northern Territory,30.53333333333333
Queensland,25.65
South Australia,17.625
Tasmania,12.799999999999999
Victoria,16.85
Western Australia,29.03333333333333
