code,pop
Australian Capital Territory,14.45
New South Wales,19.666666666666668
Northern Territory,32.03333333333333
Queensland,28.25
South Australia,17.424999999999997
Tasmania,11.633333333333335
Victoria,13.3
Western Australia,32.43333333333333
