code,pop
Australian Capital Territory,30.55
New South Wales,27.233333333333334
Northern Territory,35.1
Queensland,28.275000000000002
South Australia,25.224999999999998
Tasmania,19.23333333333333
Victoria,25.799999999999997
Western Australia,28.666666666666668
