code,pop
Australian Capital Territory,25.299999999999997
New South Wales,22.7
Northern Territory,36.13333333333333
Queensland,27.45
South Australia,23.525
Tasmania,15.999999999999998
Victoria,22.674999999999997
Western Australia,33.333333333333336
