code,pop
Australian Capital Territory,40.25
New South Wales,31.333333333333332
Northern Territory,34.333333333333336
Queensland,29.85
South Australia,31.8
Tasmania,33.266666666666666
Victoria,41.0
Western Australia,27.400000000000002
