code,pop
Australian Capital Territory,18.9
New South Wales,15.266666666666666
Northern Territory,33.9
Queensland,26.325000000000003
South Australia,18.325000000000003
Tasmania,14.866666666666667
Victoria,14.325000000000001
Western Australia,27.2
