code,pop
Australian Capital Territory,18.75
New South Wales,21.666666666666668
Northern Territory,32.166666666666664
Queensland,24.775
South Australia,12.8
Tasmania,10.800000000000002
Victoria,10.05
Western Australia,26.333333333333332
