code,pop
Australian Capital Territory,11.5
New South Wales,18.9
Northern Territory,25.966666666666665
Queensland,25.525
South Australia,15.299999999999999
Tasmania,13.766666666666666
Victoria,11.525
Western Australia,27.033333333333335
