GrLivArea,SalePrice
1016.1,293
1009.85,285
1018.5,283
1021.65,282
1016.275,277
1013.2,276
1017.45,274
1015.8,270
998.45,267
1019.4,265
1017.7,264
1021.775,260
1009.675,258
1026.65,257
1019.625,256
1006.2,255
1012.525,253
1023.3,248
1027.325,243
1014.725,225
1008.466667,223
1010.8,220
1023.65,220
1014.133333,218
1014.75,215
1005.5,209
1022.9,204
1005.375,202
1019.475,201
1027.025,200
1013.866667,194
1015.975,191
1013.225,189
1016.575,187
1024.55,184
1028.25,183
1018.3,180
1020.05,179
1011.9,177
1010.35,176
1011.566667,176
1008.233333,175
1004.475,171
1011.15,170
1017.35,164
1008.633333,163
1010.45,162
1011.975,159
1026.35,156
1013.125,149
1020.225,148
1025.2,148
1016.166667,147
1028.925,146
1024.95,145
1024.45,145
1014.775,143
1013.5,142
1009.4,140
1007.766667,138
1007.05,135
1014.45,135
1012.45,129
1017,128
1011.875,127
1005.525,124
1020.4,122
1016.65,120
1012.55,118
1019.975,118
1013.65,118
1022.05,117
1016.875,117
1018.975,117
1014.6,115
1003.633333,114
1007.9,110
1008.15,104
1019.4,103
1031.8,103
1023.275,102
1022.15,97
996.8,96
1028.55,95
1011.066667,94
1005.35,92
1007.866667,91
1014.175,90
1020.95,85
1017.8,83
1007.733333,83
1024.5,82
1029.25,77
1021.5,77
1023.675,75
1012,73
1026.25,73
1019.35,69
1010.3,69
1003.4,69
1011.95,69
1021.275,69
1017.625,68
1011.75,66
1026.125,64
1008.2,63
1014.25,63
1017.675,62
1012.675,61
1020.25,61
1030.125,59
1000.35,58
1007.25,57
1030.075,56
1016.2,56
1009.7,54
1006.15,54
1023.7,53
1015.25,53
1007.65,53
1011.675,51
1008.9,51
1010.35,51
1022.85,50
1021.95,50
1025.05,47
1029.675,46
1004.7,46
1020.025,45
1029.7,44
1007.866667,44
1015.85,43
1025.9,43
1020.375,42
1022.1,42
1028.375,42
1008.666667,41
1019.65,41
1012.275,40
1011.1,40
1011.775,39
1028.9,39
1026.5,39
1024.3,38
1010.3,38
1020.175,37
998.5,36
1021.4,35
1025.5,34
1020.05,33
1016.25,32
1004.625,31
1014.5,31
1021.675,31
1027.325,31
1016.475,30
1028.825,30
1007.95,29
1031.2,29
1028,28
1028.85,28
1013.05,28
1026.775,28
1005.425,27
1008.95,27
1021.65,27
1010.475,26
1020.7,26
1019.625,26
1023.3,25
1030.8,24
1009.85,24
989.6,23
1011.45,23
1015.775,22
1006.433333,21
1027.475,20
1026.825,20
1030.175,20
1009.7,20
1025.975,19
1018.4,19
1018.5,18
1020.9,18
1007.8,17
1017.95,17
1021.3,17
1010.975,17
1012.575,17
1009.5,17
1020.425,16
1026.3,16
1025.75,16
1011.975,16
1020.275,16
1019.025,16
1019.6,16
1006.975,16
1018.275,15
1018.375,15
1000.95,15
1017.6,15
1022.15,15
1014.525,15
1016.925,15
1032.025,14
1029.1,14
1002.15,14
1009.233333,14
1022.3,13
1023.85,13
1030.975,13
1013.65,13
1008.1,13
1024.975,13
1020.075,13
1023.95,12
1014,12
1024.575,12
1024.4,11
1021.175,11
1016.75,11
1020.825,11
1020.2,11
1007.025,10
1019.55,10
1012.675,10
1019.325,10
1008.975,10
1025.35,10
1013.233333,10
1006.925,9
1015.925,9
1024.675,9
1000.5,9
1029.325,9
1023.4,9
1011.9,9
1014.05,8
1014.15,8
1006.55,8
1015.8,8
1013.925,8
1008.566667,8
1019.325,8
1008.166667,8
1012.275,8
1013.6,8
1012.5,8
1007.133333,8
1029.7,7
1006.95,7
1001.45,7
1006.3,7
1005.866667,7
1010.375,7
995,7
1024.225,7
1017.275,7
1025.85,7
1023.375,6
1028.05,6
1003.15,6
1027,6
1009.266667,6
1023.325,6
1020.15,6
1026.8,5
1011.4,5
1003.875,5
1013.575,5
1015.65,5
1026.45,5
1005.975,5
1008.8,5
1016,5
1009.05,5
1005.025,4
1024.425,4
1024.7,4
998.4,4
1005.65,4
1029.2,4
1007.966667,4
1011.275,4
1008.55,4
1014.375,4
1009.425,4
1017.95,4
1017.225,4
1007,4
1003.95,4
1016.5,4
1019.475,4
992.95,3
1008.25,3
1012.35,3
1015.275,3
1009.4,3
1025.15,3
1014.675,3
1031.55,2
1010.55,2
1025.8,2
1019.3,2
1001.9,2
998.65,2
999.65,2
1012.525,2
1019.85,2
1009.9,2
1022.075,2
1010.85,2
1003.825,2
1019.05,2
1002.3,2
1003.8,2
1008.1,2
1020.45,2
1022.7,1
1028.7,1
1018.35,1
1017.075,1
1031.25,1
1002.7,1
1023.5,1
1010.1,1
1015.9,1
990.35,1
1009.333333,1
1009,1
1023.05,1
