code,pop
Australian Capital Territory,15.45
New South Wales,16.933333333333334
Northern Territory,28.0
Queensland,22.45
South Australia,16.0
Tasmania,15.066666666666668
Victoria,13.174999999999999
Western Australia,30.633333333333336
