code,pop
Australian Capital Territory,35.3
New South Wales,28.899999999999995
Northern Territory,31.166666666666668
Queensland,28.875
South Australia,40.725
Tasmania,28.666666666666668
Victoria,37.05
Western Australia,30.066666666666666
