code,pop
Australian Capital Territory,15.8
New South Wales,19.5
Northern Territory,23.066666666666666
Queensland,24.450000000000003
South Australia,15.1
Tasmania,15.666666666666666
Victoria,12.5
Western Australia,27.900000000000002
