code,pop
Australian Capital Territory,16.700000000000003
New South Wales,18.766666666666666
Northern Territory,27.3
Queensland,25.25
South Australia,17.225
Tasmania,14.133333333333333
Victoria,15.05
Western Australia,27.833333333333332
