code,pop
Australian Capital Territory,25.6
New South Wales,24.5
Northern Territory,35.36666666666667
Queensland,27.424999999999997
South Australia,30.999999999999996
Tasmania,18.0
Victoria,24.925
Western Australia,33.06666666666667
