code,pop
Australian Capital Territory,25.1
New South Wales,22.133333333333336
Northern Territory,35.43333333333333
Queensland,28.525
South Australia,21.049999999999997
Tasmania,16.766666666666666
Victoria,21.525
Western Australia,36.13333333333333
