code,pop
Australian Capital Territory,30.55
New South Wales,30.599999999999998
Northern Territory,37.06666666666666
Queensland,28.775
South Australia,25.125
Tasmania,18.233333333333334
Victoria,24.074999999999996
Western Australia,30.633333333333336
