code,pop
Australian Capital Territory,13.75
New South Wales,29.5
Northern Territory,34.63333333333333
Queensland,28.875
South Australia,15.399999999999999
Tasmania,11.466666666666667
Victoria,11.8
Western Australia,30.633333333333336
