code,pop
Australian Capital Territory,32.75
New South Wales,22.46666666666667
Northern Territory,35.96666666666667
Queensland,28.325
South Australia,21.299999999999997
Tasmania,17.766666666666666
Victoria,23.450000000000003
Western Australia,29.366666666666664
