code,pop
Australian Capital Territory,31.799999999999997
New South Wales,26.166666666666668
Northern Territory,35.766666666666666
Queensland,29.975
South Australia,25.125
Tasmania,20.533333333333335
Victoria,27.225
Western Australia,33.5
