code,pop
Australian Capital Territory,21.45
New South Wales,21.53333333333333
Northern Territory,30.366666666666664
Queensland,26.700000000000003
South Australia,22.0
Tasmania,16.8
Victoria,20.924999999999997
Western Australia,30.133333333333336
