code,pop
Australian Capital Territory,37.650000000000006
New South Wales,28.066666666666666
Northern Territory,35.266666666666666
Queensland,27.675
South Australia,21.175
Tasmania,22.133333333333336
Victoria,31.825
Western Australia,26.400000000000002
