code,pop
Australian Capital Territory,16.1
New South Wales,22.566666666666663
Northern Territory,26.5
Queensland,25.35
South Australia,12.975
Tasmania,15.933333333333332
Victoria,15.524999999999999
Western Australia,22.833333333333332
