code,pop
Australian Capital Territory,30.15
New South Wales,25.666666666666668
Northern Territory,34.96666666666667
Queensland,26.375
South Australia,36.525
Tasmania,22.099999999999998
Victoria,31.8
Western Australia,25.066666666666666
