code,pop
Australian Capital Territory,37.650000000000006
New South Wales,30.26666666666667
Northern Territory,34.36666666666667
Queensland,30.400000000000002
South Australia,19.724999999999998
Tasmania,19.666666666666668
Victoria,26.975
Western Australia,30.5
