code,pop
Australian Capital Territory,27.5
New South Wales,23.7
Northern Territory,33.333333333333336
Queensland,25.700000000000003
South Australia,26.674999999999997
Tasmania,17.033333333333335
Victoria,23.799999999999997
Western Australia,30.833333333333332
