code,pop
Australian Capital Territory,22.5
New South Wales,22.166666666666668
Northern Territory,34.333333333333336
Queensland,26.924999999999997
South Australia,16.75
Tasmania,15.799999999999999
Victoria,16.1
Western Australia,25.53333333333333
