code,pop
Australian Capital Territory,26.1
New South Wales,40.03333333333333
Northern Territory,35.833333333333336
Queensland,29.725
South Australia,20.2
Tasmania,17.400000000000002
Victoria,19.200000000000003
Western Australia,29.133333333333336
