code,pop
Australian Capital Territory,27.6
New South Wales,22.166666666666668
Northern Territory,38.166666666666664
Queensland,29.975
South Australia,21.625
Tasmania,19.499999999999996
Victoria,21.15
Western Australia,34.166666666666664
