code,pop
Australian Capital Territory,19.200000000000003
New South Wales,22.5
Northern Territory,27.0
Queensland,26.875
South Australia,18.424999999999997
Tasmania,14.533333333333333
Victoria,16.575000000000003
Western Australia,32.333333333333336
